OrderNumber,OrderDate,CUSTOMER_INDEX,Channel,Warehouse Code,Delivery Region Index,PRODUCT_INDEX,ORDER_QTY,UNIT_PRICE_USD,TOTAL_REVENUE_USD
SO - 000438,08-03-2013,4,Wholesale,AXW291,25,2,5,6143.9,30719.5
SO - 000439,08-03-2013,45,Distributor,AXW291,26,2,9,2472.3,22250.7
SO - 000440,08-03-2013,6,Wholesale,NXH382,57,1,9,3892.7,35034.3
SO - 000441,08-03-2013,33,Distributor,GUT930,39,6,10,964.8,9648
SO - 000442,08-03-2013,46,Export,FLR025,62,6,12,3832.4,45988.8
SO - 000443,08-03-2013,12,Distributor,GUT930,35,1,6,964.8,5788.8
SO - 000444,08-03-2013,48,Wholesale,AXW291,22,1,11,1118.9,12307.9
SO - 000445,08-03-2013,43,Wholesale,NXH382,58,11,6,180.9,1085.4
SO - 000446,08-03-2013,23,Wholesale,AXW291,18,7,7,844.2,5909.4
SO - 000447,08-03-2013,25,Export,AXW291,18,11,6,3490.7,20944.2
SO - 000448,09-03-2013,39,Distributor,AXW291,12,11,10,1112.2,11122
SO - 000449,09-03-2013,42,Wholesale,AXW291,23,1,7,1072,7504
SO - 000450,09-03-2013,20,Wholesale,AXW291,1,7,7,1078.7,7550.9
SO - 000451,09-03-2013,10,Wholesale,NXH382,49,9,9,5433.7,48903.3
SO - 000452,09-03-2013,17,Distributor,NXH382,56,1,6,3906.1,23436.6
SO - 000453,09-03-2013,21,Distributor,AXW291,19,1,5,2458.9,12294.5
SO - 000454,09-03-2013,8,Export,NXH382,47,5,8,1112.2,8897.6
SO - 000455,10-03-2013,31,Export,AXW291,27,1,6,1065.3,6391.8
SO - 000456,10-03-2013,5,Distributor,NXH382,54,14,7,1862.6,13038.2
SO - 000457,11-03-2013,11,Wholesale,NXH382,49,2,9,1822.4,16401.6
SO - 000458,11-03-2013,35,Distributor,AXW291,29,1,10,1065.3,10653
SO - 000459,11-03-2013,26,Wholesale,AXW291,6,9,5,5875.9,29379.5
SO - 000460,11-03-2013,10,Wholesale,AXW291,28,1,5,1728.6,8643
SO - 000461,11-03-2013,50,Distributor,AXW291,23,5,5,3832.4,19162
SO - 000462,12-03-2013,24,Wholesale,NXH382,47,12,8,1025.1,8200.8
SO - 000463,12-03-2013,1,Distributor,AXW291,21,13,10,1815.7,18157
SO - 000464,13-03-2013,22,Wholesale,NXH382,53,7,5,3839.1,19195.5
SO - 000465,13-03-2013,15,Wholesale,AXW291,11,9,5,2425.4,12127
SO - 000466,13-03-2013,38,Wholesale,GUT930,40,13,5,3865.9,19329.5
SO - 000467,13-03-2013,45,Distributor,FLR025,64,7,8,2653.2,21225.6
SO - 000468,13-03-2013,42,Distributor,AXW291,17,1,7,991.6,6941.2
SO - 000469,13-03-2013,9,Wholesale,FLR025,63,13,8,2512.5,20100
SO - 000470,14-03-2013,6,Wholesale,AXW291,8,7,11,2613,28743
SO - 000471,14-03-2013,1,Wholesale,FLR025,65,4,7,5721.8,40052.6
SO - 000472,14-03-2013,8,Wholesale,GUT930,42,1,12,1768.8,21225.6
SO - 000473,14-03-2013,19,Export,GUT930,40,12,5,2606.3,13031.5
SO - 000474,14-03-2013,10,Export,FLR025,60,7,10,2452.2,24522
SO - 000475,15-03-2013,49,Wholesale,GUT930,38,13,12,964.8,11577.6
SO - 000476,15-03-2013,44,Export,AXW291,17,13,11,1125.6,12381.6
SO - 000477,15-03-2013,30,Distributor,NXH382,57,7,11,857.6,9433.6
SO - 000478,15-03-2013,37,Wholesale,AXW291,5,1,9,3906.1,35154.9
SO - 000479,15-03-2013,8,Export,AXW291,29,5,5,1078.7,5393.5
SO - 000480,15-03-2013,13,Wholesale,NXH382,51,10,12,2432.1,29185.2
SO - 000481,16-03-2013,2,Wholesale,AXW291,17,7,7,958.1,6706.7
SO - 000482,16-03-2013,42,Wholesale,AXW291,25,7,6,864.3,5185.8
SO - 000483,16-03-2013,40,Distributor,AXW291,27,5,12,864.3,10371.6
SO - 000484,16-03-2013,40,Distributor,GUT930,35,11,5,891.1,4455.5
SO - 000485,16-03-2013,17,Wholesale,AXW291,18,5,6,3979.8,23878.8
SO - 000486,16-03-2013,23,Wholesale,GUT930,39,1,5,837.5,4187.5
SO - 000487,16-03-2013,28,Distributor,AXW291,14,13,9,2318.2,20863.8
SO - 000488,17-03-2013,41,Wholesale,AXW291,6,6,7,1822.4,12756.8
SO - 000489,17-03-2013,29,Distributor,NXH382,60,11,6,1165.8,6994.8
SO - 000490,17-03-2013,11,Wholesale,AXW291,8,9,7,234.5,1641.5
SO - 000491,17-03-2013,11,Wholesale,GUT930,44,1,11,2452.2,26974.2
SO - 000492,18-03-2013,19,Distributor,FLR025,60,13,11,261.3,2874.3
SO - 000493,18-03-2013,29,Export,AXW291,16,7,10,1031.8,10318
SO - 000494,18-03-2013,18,Wholesale,FLR025,63,11,8,3082,24656
SO - 000495,18-03-2013,27,Wholesale,NXH382,56,9,11,6405.2,70457.2
SO - 000496,19-03-2013,22,Distributor,AXW291,30,7,7,1822.4,12756.8
SO - 000497,19-03-2013,29,Wholesale,GUT930,33,10,11,1279.7,14076.7
SO - 000498,19-03-2013,3,Wholesale,NXH382,51,1,5,3932.9,19664.5
SO - 000499,19-03-2013,28,Wholesale,NXH382,56,1,9,201,1809
SO - 000500,19-03-2013,11,Wholesale,AXW291,26,1,9,3946.3,35516.7
SO - 000501,19-03-2013,49,Wholesale,AXW291,13,11,12,1909.5,22914
SO - 000502,19-03-2013,47,Distributor,AXW291,22,4,5,2412,12060
SO - 000503,20-03-2013,50,Wholesale,AXW291,28,2,12,964.8,11577.6
SO - 000504,20-03-2013,42,Wholesale,AXW291,11,14,9,1996.6,17969.4
SO - 000505,20-03-2013,21,Wholesale,GUT930,41,6,10,1045.2,10452
SO - 000506,20-03-2013,41,Wholesale,AXW291,7,13,12,3879.3,46551.6
SO - 000507,20-03-2013,50,Wholesale,AXW291,14,2,12,5976.4,71716.8
SO - 000508,20-03-2013,13,Wholesale,GUT930,46,11,8,2257.9,18063.2
SO - 000509,20-03-2013,9,Distributor,GUT930,34,5,10,241.2,2412
SO - 000510,21-03-2013,35,Distributor,AXW291,13,1,6,1983.2,11899.2
SO - 000511,21-03-2013,1,Export,FLR025,66,5,6,3919.5,23517
SO - 000512,21-03-2013,17,Distributor,GUT930,32,1,9,241.2,2170.8
SO - 000513,21-03-2013,35,Distributor,AXW291,1,5,11,3946.3,43409.3
SO - 000514,21-03-2013,6,Wholesale,AXW291,29,1,7,3966.4,27764.8
SO - 000515,21-03-2013,6,Wholesale,AXW291,20,7,7,1829.1,12803.7
SO - 000516,22-03-2013,15,Wholesale,NXH382,50,7,12,2733.6,32803.2
SO - 000517,22-03-2013,20,Distributor,NXH382,59,7,9,844.2,7597.8
SO - 000518,22-03-2013,28,Wholesale,NXH382,55,2,6,6231,37386
SO - 000519,22-03-2013,16,Distributor,AXW291,12,9,10,1159.1,11591
SO - 000520,22-03-2013,15,Wholesale,AXW291,8,11,6,3966.4,23798.4
SO - 000521,22-03-2013,41,Wholesale,AXW291,1,5,5,1105.5,5527.5
SO - 000522,22-03-2013,16,Wholesale,AXW291,11,11,8,1125.6,9004.8
SO - 000523,22-03-2013,19,Distributor,AXW291,25,13,11,897.8,9875.8
SO - 000524,22-03-2013,21,Wholesale,AXW291,13,7,5,207.7,1038.5
SO - 000525,22-03-2013,43,Wholesale,FLR025,65,2,10,3959.7,39597
SO - 000526,22-03-2013,21,Wholesale,NXH382,58,1,6,1755.4,10532.4
SO - 000527,23-03-2013,37,Wholesale,GUT930,39,1,7,3001.6,21011.2
SO - 000528,23-03-2013,33,Wholesale,NXH382,49,11,7,1031.8,7222.6
SO - 000529,23-03-2013,21,Export,AXW291,10,10,10,3966.4,39664
SO - 000530,23-03-2013,48,Distributor,AXW291,18,1,6,1681.7,10090.2
SO - 000531,23-03-2013,33,Wholesale,AXW291,2,4,6,1172.5,7035
SO - 000532,23-03-2013,26,Distributor,NXH382,55,2,5,716.9,3584.5
SO - 000533,23-03-2013,12,Wholesale,NXH382,52,2,6,6465.5,38793
SO - 000534,23-03-2013,30,Wholesale,NXH382,53,6,11,241.2,2653.2
SO - 000535,23-03-2013,38,Export,AXW291,22,7,6,1929.6,11577.6
SO - 000536,23-03-2013,23,Wholesale,AXW291,30,1,12,3953,47436
SO - 000537,23-03-2013,46,Distributor,GUT930,37,11,8,2492.4,19939.2
SO - 000538,24-03-2013,15,Export,NXH382,54,1,5,241.2,1206
SO - 000539,24-03-2013,34,Distributor,GUT930,38,7,6,951.4,5708.4
SO - 000540,24-03-2013,45,Export,AXW291,14,1,10,6217.6,62176
SO - 000541,24-03-2013,15,Distributor,AXW291,14,5,6,2351.7,14110.2
SO - 000542,24-03-2013,19,Distributor,AXW291,25,13,7,1132.3,7926.1
SO - 000543,24-03-2013,1,Wholesale,GUT930,38,11,6,1145.7,6874.2
SO - 000544,24-03-2013,15,Wholesale,AXW291,23,2,6,3725.2,22351.2
SO - 000545,25-03-2013,50,Wholesale,GUT930,35,11,11,944.7,10391.7
SO - 000546,25-03-2013,39,Distributor,AXW291,29,2,9,1219.4,10974.6
SO - 000547,25-03-2013,30,Wholesale,GUT930,38,7,11,1051.9,11570.9
SO - 000548,26-03-2013,31,Wholesale,AXW291,4,1,10,207.7,2077
SO - 000549,26-03-2013,14,Export,GUT930,37,5,8,1862.6,14900.8
SO - 000550,26-03-2013,26,Distributor,AXW291,14,12,12,1889.4,22672.8
SO - 000551,26-03-2013,40,Wholesale,FLR025,64,13,6,2653.2,15919.2
SO - 000552,26-03-2013,43,Wholesale,FLR025,62,9,9,3953,35577
SO - 000553,26-03-2013,5,Export,FLR025,66,1,12,227.8,2733.6
SO - 000554,26-03-2013,28,Distributor,NXH382,56,7,12,3879.3,46551.6
SO - 000555,27-03-2013,21,Wholesale,AXW291,28,1,5,1045.2,5226
SO - 000556,27-03-2013,4,Wholesale,NXH382,54,5,12,5071.9,60862.8
SO - 000557,27-03-2013,23,Wholesale,FLR025,66,13,8,241.2,1929.6
SO - 000558,28-03-2013,35,Distributor,AXW291,18,13,6,2298.1,13788.6
SO - 000559,28-03-2013,25,Distributor,AXW291,12,7,12,3845.8,46149.6
SO - 000560,28-03-2013,21,Distributor,GUT930,46,9,8,2425.4,19403.2
SO - 000561,28-03-2013,48,Wholesale,AXW291,2,1,7,1206,8442
SO - 000562,28-03-2013,50,Distributor,AXW291,23,1,6,221.1,1326.6
SO - 000563,28-03-2013,30,Wholesale,GUT930,46,2,9,3825.7,34431.3
SO - 000564,28-03-2013,27,Wholesale,AXW291,8,2,5,857.6,4288
SO - 000565,28-03-2013,31,Distributor,AXW291,8,1,10,3825.7,38257
SO - 000566,28-03-2013,5,Wholesale,AXW291,20,7,8,1996.6,15972.8
SO - 000567,28-03-2013,10,Distributor,AXW291,27,1,8,234.5,1876
SO - 000568,28-03-2013,15,Wholesale,GUT930,37,5,8,1896.1,15168.8
SO - 000569,29-03-2013,1,Distributor,AXW291,21,5,5,207.7,1038.5
SO - 000570,29-03-2013,8,Distributor,AXW291,20,7,11,167.5,1842.5
SO - 000571,29-03-2013,22,Wholesale,NXH382,54,11,10,3986.5,39865
SO - 000572,29-03-2013,28,Wholesale,AXW291,21,6,7,2546,17822
SO - 000573,29-03-2013,28,Wholesale,AXW291,25,1,9,864.3,7778.7
SO - 000574,29-03-2013,40,Export,AXW291,27,5,5,1876,9380
SO - 000575,29-03-2013,3,Distributor,NXH382,56,11,7,247.9,1735.3
SO - 000576,30-03-2013,21,Wholesale,AXW291,28,11,6,5051.8,30310.8
SO - 000577,31-03-2013,3,Export,NXH382,48,1,5,1011.7,5058.5
SO - 000578,31-03-2013,16,Distributor,GUT930,44,2,9,1862.6,16763.4
SO - 000579,31-03-2013,31,Export,AXW291,27,7,8,1246.2,9969.6
SO - 000580,31-03-2013,26,Export,FLR025,63,11,7,1688.4,11818.8
SO - 000581,31-03-2013,30,Wholesale,GUT930,43,5,5,5916.1,29580.5
SO - 000582,01-04-2013,17,Wholesale,GUT930,35,2,9,5132.2,46189.8
SO - 000583,01-04-2013,46,Distributor,AXW291,15,9,8,1118.9,8951.2
SO - 000584,02-04-2013,39,Export,GUT930,39,7,11,5835.7,64192.7
SO - 000585,02-04-2013,29,Wholesale,NXH382,50,11,9,6036.7,54330.3
SO - 000586,02-04-2013,22,Distributor,AXW291,31,7,8,1031.8,8254.4
SO - 000587,02-04-2013,37,Wholesale,FLR025,60,7,10,5956.3,59563
SO - 000588,03-04-2013,9,Distributor,AXW291,19,2,6,3932.9,23597.4
SO - 000589,03-04-2013,3,Wholesale,GUT930,45,1,6,5889.3,35335.8
SO - 000590,03-04-2013,13,Export,NXH382,59,11,7,2458.9,17212.3
SO - 000591,03-04-2013,38,Wholesale,AXW291,19,1,6,3912.8,23476.8
SO - 000592,03-04-2013,48,Wholesale,AXW291,25,1,5,5668.2,28341
SO - 000593,03-04-2013,18,Wholesale,AXW291,1,13,8,5547.6,44380.8
SO - 000594,03-04-2013,35,Export,AXW291,20,4,10,201,2010
SO - 000595,03-04-2013,40,Wholesale,FLR025,65,7,9,247.9,2231.1
SO - 000596,04-04-2013,2,Distributor,NXH382,51,9,6,3859.2,23155.2
SO - 000597,04-04-2013,40,Wholesale,GUT930,39,2,10,5487.3,54873
SO - 000598,04-04-2013,25,Wholesale,GUT930,40,13,11,1809,19899
SO - 000599,04-04-2013,11,Export,AXW291,18,7,7,2405.3,16837.1
SO - 000600,05-04-2013,31,Wholesale,GUT930,34,13,8,790.6,6324.8
SO - 000601,05-04-2013,46,Distributor,NXH382,53,5,7,3202.6,22418.2
SO - 000602,05-04-2013,48,Wholesale,NXH382,57,1,12,1058.6,12703.2
SO - 000603,06-04-2013,33,Wholesale,AXW291,7,7,9,1768.8,15919.2
SO - 000604,06-04-2013,1,Export,GUT930,36,13,7,971.5,6800.5
SO - 000605,06-04-2013,34,Distributor,AXW291,28,11,5,938,4690
SO - 000606,06-04-2013,49,Wholesale,AXW291,5,6,9,958.1,8622.9
SO - 000607,06-04-2013,1,Wholesale,AXW291,30,11,8,3705.1,29640.8
SO - 000608,06-04-2013,48,Wholesale,GUT930,47,4,12,1025.1,12301.2
SO - 000609,06-04-2013,4,Export,GUT930,33,5,6,2592.9,15557.4
SO - 000610,06-04-2013,15,Wholesale,AXW291,27,5,11,3865.9,42524.9
SO - 000611,07-04-2013,30,Wholesale,FLR025,63,2,6,5634.7,33808.2
SO - 000612,07-04-2013,41,Wholesale,FLR025,65,9,10,971.5,9715
SO - 000613,07-04-2013,3,Distributor,GUT930,40,1,11,1051.9,11570.9
SO - 000614,07-04-2013,3,Wholesale,GUT930,36,14,5,1051.9,5259.5
SO - 000615,07-04-2013,29,Export,GUT930,41,3,12,1139,13668
SO - 000616,07-04-2013,16,Distributor,AXW291,6,9,7,5849.1,40943.7
SO - 000617,08-04-2013,21,Export,AXW291,13,7,10,2264.6,22646
SO - 000618,08-04-2013,26,Export,AXW291,19,7,9,1125.6,10130.4
SO - 000619,08-04-2013,37,Distributor,AXW291,2,2,8,1078.7,8629.6
SO - 000620,09-04-2013,23,Wholesale,AXW291,11,7,11,2405.3,26458.3
SO - 000621,09-04-2013,17,Export,AXW291,28,7,7,1072,7504
SO - 000622,09-04-2013,4,Export,GUT930,37,2,11,5808.9,63897.9
SO - 000623,09-04-2013,21,Distributor,GUT930,37,9,8,3926.2,31409.6
SO - 000624,09-04-2013,29,Wholesale,NXH382,52,1,11,201,2211
SO - 000625,09-04-2013,39,Wholesale,AXW291,3,7,5,1882.7,9413.5
SO - 000626,10-04-2013,30,Distributor,AXW291,27,1,8,2532.6,20260.8
SO - 000627,10-04-2013,33,Wholesale,AXW291,4,1,6,207.7,1246.2
SO - 000628,10-04-2013,41,Distributor,AXW291,21,1,9,241.2,2170.8
SO - 000629,10-04-2013,21,Wholesale,GUT930,40,2,7,1152.4,8066.8
SO - 000630,11-04-2013,40,Wholesale,GUT930,35,7,7,3879.3,27155.1
SO - 000631,11-04-2013,37,Wholesale,GUT930,40,14,7,3865.9,27061.3
SO - 000632,11-04-2013,35,Distributor,AXW291,22,11,8,1835.8,14686.4
SO - 000633,11-04-2013,37,Wholesale,FLR025,61,10,5,234.5,1172.5
SO - 000634,11-04-2013,10,Wholesale,NXH382,51,1,5,757.1,3785.5
SO - 000635,11-04-2013,39,Wholesale,GUT930,39,3,10,1005,10050
SO - 000636,11-04-2013,4,Distributor,AXW291,29,1,10,6391.8,63918
SO - 000637,11-04-2013,13,Wholesale,NXH382,49,1,5,2740.3,13701.5
SO - 000638,11-04-2013,48,Distributor,AXW291,11,11,5,924.6,4623
SO - 000639,11-04-2013,41,Distributor,AXW291,4,7,11,1031.8,11349.8
SO - 000640,12-04-2013,11,Wholesale,AXW291,17,6,12,1098.8,13185.6
SO - 000641,12-04-2013,10,Wholesale,NXH382,51,1,5,1132.3,5661.5
SO - 000642,12-04-2013,12,Wholesale,FLR025,63,2,6,2465.6,14793.6
SO - 000643,12-04-2013,47,Distributor,AXW291,23,7,7,1005,7035
SO - 000644,12-04-2013,13,Wholesale,GUT930,46,1,9,1246.2,11215.8
SO - 000645,12-04-2013,13,Distributor,NXH382,53,7,5,1025.1,5125.5
SO - 000646,12-04-2013,36,Distributor,AXW291,3,5,11,1902.8,20930.8
SO - 000647,12-04-2013,34,Wholesale,NXH382,53,1,8,3738.6,29908.8
SO - 000648,12-04-2013,39,Wholesale,GUT930,32,2,7,1996.6,13976.2
SO - 000649,12-04-2013,38,Distributor,AXW291,14,1,6,2331.6,13989.6
SO - 000650,12-04-2013,16,Export,GUT930,40,9,5,1078.7,5393.5
SO - 000651,12-04-2013,42,Distributor,FLR025,60,1,10,1788.9,17889
SO - 000652,12-04-2013,36,Wholesale,FLR025,63,11,9,241.2,2170.8
SO - 000653,12-04-2013,45,Distributor,GUT930,44,7,12,1159.1,13909.2
SO - 000654,12-04-2013,12,Wholesale,AXW291,1,11,11,1051.9,11570.9
SO - 000655,13-04-2013,18,Wholesale,GUT930,44,13,7,5969.7,41787.9
SO - 000656,13-04-2013,28,Wholesale,FLR025,64,8,11,3919.5,43114.5
SO - 000657,13-04-2013,18,Export,AXW291,1,11,10,1118.9,11189
SO - 000658,13-04-2013,11,Export,FLR025,63,1,5,1118.9,5594.5
SO - 000659,13-04-2013,29,Wholesale,AXW291,5,7,9,5427,48843
SO - 000660,14-04-2013,32,Wholesale,AXW291,20,5,5,3725.2,18626
SO - 000661,14-04-2013,7,Wholesale,GUT930,39,9,5,187.6,938
SO - 000662,14-04-2013,4,Export,NXH382,54,9,5,3999.9,19999.5
SO - 000663,14-04-2013,32,Wholesale,AXW291,3,1,11,971.5,10686.5
SO - 000664,14-04-2013,42,Wholesale,AXW291,4,9,10,1118.9,11189
SO - 000665,14-04-2013,33,Export,GUT930,38,7,12,864.3,10371.6
SO - 000666,15-04-2013,22,Wholesale,AXW291,21,2,11,5782.1,63603.1
SO - 000667,15-04-2013,10,Wholesale,AXW291,28,5,6,904.5,5427
SO - 000668,15-04-2013,25,Wholesale,GUT930,34,1,6,247.9,1487.4
SO - 000669,16-04-2013,49,Export,NXH382,49,1,10,1708.5,17085
SO - 000670,16-04-2013,39,Distributor,AXW291,30,1,10,1132.3,11323
SO - 000671,16-04-2013,20,Distributor,AXW291,22,1,5,1775.5,8877.5
SO - 000672,16-04-2013,25,Distributor,AXW291,5,1,8,1902.8,15222.4
SO - 000673,16-04-2013,28,Wholesale,AXW291,27,1,8,5963,47704
SO - 000674,16-04-2013,34,Wholesale,GUT930,38,7,6,3886,23316
SO - 000675,16-04-2013,2,Wholesale,NXH382,51,7,9,1058.6,9527.4
SO - 000676,16-04-2013,33,Wholesale,GUT930,39,9,5,5815.6,29078
SO - 000677,17-04-2013,45,Export,GUT930,44,5,11,5353.3,58886.3
SO - 000678,17-04-2013,18,Wholesale,NXH382,54,13,11,5567.7,61244.7
SO - 000679,17-04-2013,6,Distributor,AXW291,28,13,7,2512.5,17587.5
SO - 000680,18-04-2013,22,Wholesale,NXH382,53,1,8,1681.7,13453.6
SO - 000681,18-04-2013,39,Wholesale,NXH382,48,4,10,194.3,1943
SO - 000682,18-04-2013,18,Distributor,GUT930,46,14,8,2405.3,19242.4
SO - 000683,18-04-2013,21,Distributor,NXH382,49,5,6,1038.5,6231
SO - 000684,18-04-2013,38,Wholesale,AXW291,13,5,8,857.6,6860.8
SO - 000685,18-04-2013,22,Wholesale,NXH382,52,5,8,1855.9,14847.2
SO - 000686,18-04-2013,36,Distributor,AXW291,5,1,10,5621.3,56213
SO - 000687,18-04-2013,26,Distributor,AXW291,17,13,7,1139,7973
SO - 000688,18-04-2013,9,Export,FLR025,63,13,10,2264.6,22646
SO - 000689,19-04-2013,14,Wholesale,NXH382,55,2,7,884.4,6190.8
SO - 000690,19-04-2013,5,Wholesale,AXW291,15,7,5,683.4,3417
SO - 000691,19-04-2013,49,Export,AXW291,13,13,10,1025.1,10251
SO - 000692,19-04-2013,15,Export,AXW291,16,7,9,3731.9,33587.1
SO - 000693,20-04-2013,31,Wholesale,FLR025,62,7,5,5567.7,27838.5
SO - 000694,20-04-2013,16,Wholesale,AXW291,17,2,5,991.6,4958
SO - 000695,20-04-2013,43,Wholesale,AXW291,17,7,9,3852.5,34672.5
SO - 000696,20-04-2013,16,Distributor,NXH382,48,1,11,3906.1,42967.1
SO - 000697,20-04-2013,40,Wholesale,GUT930,44,5,11,5118.8,56306.8
SO - 000698,20-04-2013,9,Wholesale,NXH382,52,11,11,6117.1,67288.1
SO - 000699,21-04-2013,16,Distributor,NXH382,51,6,5,1025.1,5125.5
SO - 000700,21-04-2013,4,Distributor,AXW291,21,5,10,944.7,9447
SO - 000701,21-04-2013,25,Wholesale,NXH382,55,9,7,1025.1,7175.7
SO - 000702,21-04-2013,23,Distributor,NXH382,48,12,10,3859.2,38592
SO - 000703,22-04-2013,30,Wholesale,NXH382,60,2,11,194.3,2137.3
SO - 000704,22-04-2013,2,Wholesale,AXW291,15,1,11,6184.1,68025.1
SO - 000705,22-04-2013,16,Distributor,AXW291,24,13,6,1728.6,10371.6
SO - 000706,22-04-2013,7,Wholesale,GUT930,37,1,8,931.3,7450.4
SO - 000707,23-04-2013,17,Wholesale,AXW291,24,7,5,3886,19430
SO - 000708,23-04-2013,39,Wholesale,AXW291,14,1,12,234.5,2814
SO - 000709,23-04-2013,32,Distributor,GUT930,39,9,9,3979.8,35818.2
SO - 000710,23-04-2013,49,Distributor,GUT930,42,7,6,3356.7,20140.2
SO - 000711,23-04-2013,42,Wholesale,AXW291,10,7,5,2519.2,12596
SO - 000712,24-04-2013,28,Wholesale,AXW291,5,9,5,837.5,4187.5
SO - 000713,24-04-2013,31,Distributor,GUT930,42,5,6,3926.2,23557.2
SO - 000714,24-04-2013,10,Wholesale,NXH382,56,3,9,6231,56079
SO - 000715,24-04-2013,46,Wholesale,GUT930,43,11,6,3932.9,23597.4
SO - 000716,24-04-2013,16,Wholesale,AXW291,29,4,8,3966.4,31731.2
SO - 000717,24-04-2013,31,Wholesale,AXW291,13,2,5,2291.4,11457
SO - 000718,24-04-2013,30,Wholesale,GUT930,33,5,6,3678.3,22069.8
SO - 000719,25-04-2013,39,Distributor,FLR025,65,13,5,3999.9,19999.5
SO - 000720,25-04-2013,36,Export,NXH382,51,7,10,991.6,9916
SO - 000721,25-04-2013,35,Distributor,AXW291,26,7,9,5447.1,49023.9
SO - 000722,25-04-2013,39,Distributor,GUT930,32,1,7,2452.2,17165.4
SO - 000723,25-04-2013,13,Export,GUT930,37,5,10,998.3,9983
SO - 000724,26-04-2013,28,Wholesale,GUT930,45,1,11,1313.2,14445.2
SO - 000725,26-04-2013,26,Wholesale,AXW291,3,12,9,2512.5,22612.5
SO - 000726,26-04-2013,29,Distributor,GUT930,43,13,10,5346.6,53466
SO - 000727,26-04-2013,15,Distributor,NXH382,60,1,5,3618,18090
SO - 000728,26-04-2013,21,Wholesale,AXW291,23,7,5,1876,9380
SO - 000729,26-04-2013,18,Distributor,AXW291,8,12,9,254.6,2291.4
SO - 000730,26-04-2013,49,Distributor,AXW291,29,1,11,3825.7,42082.7
SO - 000731,26-04-2013,26,Wholesale,NXH382,51,2,7,2251.2,15758.4
SO - 000732,26-04-2013,30,Wholesale,AXW291,24,11,7,4013.3,28093.1
SO - 000733,26-04-2013,24,Export,AXW291,28,2,7,1072,7504
SO - 000734,27-04-2013,2,Export,NXH382,50,5,5,2458.9,12294.5
SO - 000735,27-04-2013,19,Export,AXW291,29,2,8,1809,14472
SO - 000736,27-04-2013,7,Wholesale,NXH382,48,2,10,1728.6,17286
SO - 000737,27-04-2013,33,Wholesale,GUT930,34,6,5,3718.5,18592.5
SO - 000738,27-04-2013,8,Wholesale,AXW291,12,13,11,180.9,1989.9
SO - 000739,27-04-2013,10,Distributor,AXW291,19,6,12,3939.6,47275.2
SO - 000740,27-04-2013,19,Distributor,AXW291,6,7,6,1869.3,11215.8
SO - 000741,28-04-2013,5,Wholesale,FLR025,65,1,9,864.3,7778.7
SO - 000742,28-04-2013,31,Wholesale,AXW291,19,6,6,1098.8,6592.8
SO - 000743,28-04-2013,36,Wholesale,GUT930,41,1,7,3845.8,26920.6
SO - 000744,28-04-2013,22,Export,AXW291,21,2,9,5246.1,47214.9
SO - 000745,28-04-2013,22,Export,NXH382,57,2,6,763.8,4582.8
SO - 000746,28-04-2013,17,Export,AXW291,22,13,11,3819,42009
SO - 000747,28-04-2013,36,Distributor,NXH382,53,1,9,2425.4,21828.6
SO - 000748,29-04-2013,11,Wholesale,AXW291,12,2,7,1319.9,9239.3
SO - 000749,29-04-2013,3,Distributor,AXW291,20,5,5,1125.6,5628
SO - 000750,30-04-2013,45,Distributor,AXW291,5,1,11,6318.1,69499.1
SO - 000751,30-04-2013,3,Export,GUT930,33,5,5,3242.8,16214
SO - 000752,30-04-2013,23,Distributor,AXW291,30,5,6,1936.3,11617.8
SO - 000753,30-04-2013,37,Wholesale,GUT930,40,9,8,3946.3,31570.4
SO - 000754,30-04-2013,38,Wholesale,AXW291,2,11,7,1078.7,7550.9
SO - 000755,30-04-2013,42,Wholesale,AXW291,22,1,8,5587.8,44702.4
SO - 000756,30-04-2013,11,Wholesale,AXW291,9,7,12,3108.8,37305.6
SO - 000757,30-04-2013,24,Distributor,AXW291,22,1,5,871,4355
SO - 000758,30-04-2013,44,Distributor,NXH382,51,1,12,1815.7,21788.4
SO - 000759,30-04-2013,42,Wholesale,GUT930,42,2,10,984.9,9849
SO - 000760,01-05-2013,21,Distributor,FLR025,64,1,11,3926.2,43188.2
SO - 000761,01-05-2013,24,Wholesale,NXH382,55,7,10,234.5,2345
SO - 000762,01-05-2013,18,Wholesale,GUT930,37,14,7,2552.7,17868.9
SO - 000763,01-05-2013,13,Wholesale,GUT930,41,1,5,857.6,4288
SO - 000764,01-05-2013,41,Distributor,AXW291,13,7,11,1065.3,11718.3
SO - 000765,02-05-2013,28,Distributor,FLR025,60,2,10,1976.5,19765
SO - 000766,02-05-2013,27,Distributor,AXW291,22,11,12,3839.1,46069.2
SO - 000767,02-05-2013,32,Wholesale,GUT930,40,1,9,3899.4,35094.6
SO - 000768,02-05-2013,5,Wholesale,GUT930,40,11,8,180.9,1447.2
SO - 000769,02-05-2013,36,Wholesale,NXH382,51,6,10,1226.1,12261
SO - 000770,02-05-2013,13,Export,NXH382,48,1,10,783.9,7839
SO - 000771,02-05-2013,3,Distributor,GUT930,46,2,5,978.2,4891
SO - 000772,02-05-2013,14,Wholesale,NXH382,51,10,10,3169.1,31691
SO - 000773,03-05-2013,49,Distributor,AXW291,18,2,12,3055.2,36662.4
SO - 000774,03-05-2013,17,Wholesale,GUT930,37,1,12,2606.3,31275.6
