Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Total Profit
Kohl's,1189833,11-04-2021,West,California,Los Angeles,Men's Apparel,50,425,212500,116875,0.6,Outlet,127500
Kohl's,1189833,12-04-2021,West,California,Los Angeles,Women's Apparel,65,600,390000,78000,0.2,Outlet,78000
Kohl's,1189833,13-04-2021,West,California,Los Angeles,Men's Street Footwear,45,800,360000,144000,0.4,Outlet,144000
Kohl's,1189833,14-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50,650,325000,81250,0.3,Outlet,97500
Kohl's,1189833,15-04-2021,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,0.4,Outlet,130000
Kohl's,1189833,16-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45,550,247500,86625,0.4,Outlet,99000
Kohl's,1189833,17-04-2021,West,California,Los Angeles,Men's Apparel,50,450,225000,123750,0.6,Outlet,135000
Kohl's,1189833,18-04-2021,West,California,Los Angeles,Women's Apparel,65,625,406250,81250,0.2,Outlet,81250
Kohl's,1189833,19-04-2021,West,California,Los Angeles,Men's Street Footwear,45,900,405000,162000,0.4,Outlet,162000
Kohl's,1189833,20-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50,750,375000,93750,0.3,Outlet,112500
Kohl's,1189833,21-04-2021,West,California,Los Angeles,Women's Street Footwear,50,750,375000,150000,0.4,Outlet,150000
Kohl's,1189833,22-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45,625,281250,98438,0.4,Outlet,112500
Kohl's,1189833,23-04-2021,West,California,Los Angeles,Men's Apparel,50,500,250000,137500,0.6,Outlet,150000
Kohl's,1189833,24-04-2021,West,California,Los Angeles,Women's Apparel,65,800,520000,104000,0.2,Outlet,104000
Kohl's,1189833,25-04-2021,West,California,Los Angeles,Men's Street Footwear,45,950,427500,171000,0.4,Outlet,171000
Kohl's,1189833,26-04-2021,West,California,Los Angeles,Men's Athletic Footwear,50,800,400000,100000,0.3,Outlet,120000
Kohl's,1189833,27-04-2021,West,California,Los Angeles,Women's Street Footwear,50,750,375000,150000,0.4,Outlet,150000
Kohl's,1189833,28-04-2021,West,California,Los Angeles,Women's Athletic Footwear,45,650,292500,102375,0.4,Outlet,117000
Kohl's,1189833,29-04-2021,West,California,Los Angeles,Men's Apparel,50,700,350000,192500,0.6,Outlet,210000
Kohl's,1189833,30-04-2021,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet,91000
Kohl's,1189833,01-05-2021,West,California,Los Angeles,Men's Street Footwear,50,900,450000,180000,0.4,Outlet,180000
Kohl's,1189833,02-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55,850,467500,116875,0.3,Outlet,140250
Kohl's,1189833,03-05-2021,West,California,Los Angeles,Women's Street Footwear,50,725,362500,145000,0.4,Outlet,145000
Kohl's,1189833,04-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50,675,337500,118125,0.4,Outlet,135000
Kohl's,1189833,05-05-2021,West,California,Los Angeles,Men's Apparel,60,675,405000,222750,0.6,Outlet,243000
Kohl's,1189833,06-05-2021,West,California,Los Angeles,Women's Apparel,65,650,422500,84500,0.2,Outlet,84500
Kohl's,1189833,07-05-2021,West,California,Los Angeles,Men's Street Footwear,50,850,425000,170000,0.4,Outlet,170000
Kohl's,1189833,08-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55,850,467500,116875,0.3,Outlet,140250
Kohl's,1189833,09-05-2021,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,0.4,Outlet,140000
Kohl's,1189833,10-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,0.4,Outlet,130000
Kohl's,1189833,11-05-2021,West,California,Los Angeles,Men's Apparel,60,650,390000,214500,0.6,Outlet,234000
Kohl's,1189833,12-05-2021,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet,91000
Kohl's,1189833,13-05-2021,West,California,Los Angeles,Men's Street Footwear,50,800,400000,160000,0.4,Outlet,160000
Kohl's,1189833,14-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55,800,440000,110000,0.3,Outlet,132000
Kohl's,1189833,15-05-2021,West,California,Los Angeles,Women's Street Footwear,50,650,325000,130000,0.4,Outlet,130000
Kohl's,1189833,16-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50,625,312500,109375,0.4,Outlet,125000
Kohl's,1189833,17-05-2021,West,California,Los Angeles,Men's Apparel,60,600,360000,198000,0.6,Outlet,216000
Kohl's,1189833,18-05-2021,West,California,Los Angeles,Women's Apparel,65,650,422500,84500,0.2,Outlet,84500
Kohl's,1189833,19-05-2021,West,California,Los Angeles,Men's Street Footwear,50,825,412500,165000,0.4,Outlet,165000
Kohl's,1189833,20-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55,825,453750,113438,0.3,Outlet,136125
Kohl's,1189833,21-05-2021,West,California,Los Angeles,Women's Street Footwear,50,675,337500,135000,0.4,Outlet,135000
Kohl's,1189833,22-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750,0.4,Outlet,130000
Kohl's,1189833,23-05-2021,West,California,Los Angeles,Men's Apparel,60,600,360000,198000,0.6,Outlet,216000
Kohl's,1189833,24-05-2021,West,California,Los Angeles,Women's Apparel,65,700,455000,91000,0.2,Outlet,91000
Kohl's,1189833,25-05-2021,West,California,Los Angeles,Men's Street Footwear,50,900,450000,180000,0.4,Outlet,180000
Kohl's,1189833,26-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55,900,495000,123750,0.3,Outlet,148500
Kohl's,1189833,27-05-2021,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,0.4,Outlet,140000
Kohl's,1189833,28-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50,700,350000,122500,0.4,Outlet,140000
Kohl's,1189833,29-05-2021,West,California,Los Angeles,Men's Apparel,60,625,375000,206250,0.6,Outlet,225000
Kohl's,1189833,30-05-2021,West,California,Los Angeles,Women's Apparel,65,725,471250,94250,0.2,Outlet,94250
Foot Locker,1185732,31-05-2021,West,California,Los Angeles,Men's Street Footwear,45,475,213750,85500,0.4,Outlet,85500
Foot Locker,1185732,01-06-2021,West,California,Los Angeles,Men's Athletic Footwear,45,275,123750,43313,0.4,Outlet,49500
Foot Locker,1185732,02-06-2021,West,California,Los Angeles,Women's Street Footwear,35,275,96250,33688,0.4,Outlet,38500
Foot Locker,1185732,03-06-2021,West,California,Los Angeles,Women's Athletic Footwear,40,125,50000,20000,0.4,Outlet,20000
Foot Locker,1185732,04-06-2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33688,0.4,Outlet,38500
Foot Locker,1185732,05-06-2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,0.5,Outlet,61875
Foot Locker,1185732,06-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,236250,94500,0.4,Outlet,94500
Foot Locker,1185732,07-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,78750,27563,0.4,Outlet,31500
Foot Locker,1185732,08-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,78750,27563,0.4,Outlet,31500
Foot Locker,1185732,09-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,40000,16000,0.4,Outlet,16000
Foot Locker,1185732,10-06-2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33688,0.4,Outlet,38500
Foot Locker,1185732,11-06-2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,0.5,Outlet,61875
Foot Locker,1185732,12-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,247500,99000,0.4,Outlet,99000
Foot Locker,1185732,13-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,200,100000,35000,0.4,Outlet,40000
Foot Locker,1185732,14-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,90000,31500,0.4,Outlet,36000
Foot Locker,1185732,15-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500,0.4,Outlet,13500
Foot Locker,1185732,16-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,26250,0.4,Outlet,30000
Foot Locker,1185732,17-06-2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,112500,56250,0.5,Outlet,56250
Foot Locker,1185732,18-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,225000,90000,0.4,Outlet,90000
Foot Locker,1185732,19-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,150,75000,26250,0.4,Outlet,30000
Foot Locker,1185732,20-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,150,60000,21000,0.4,Outlet,24000
Foot Locker,1185732,21-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,33750,13500,0.4,Outlet,13500
Foot Locker,1185732,22-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60,100,60000,21000,0.4,Outlet,24000
Foot Locker,1185732,23-06-2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,112500,56250,0.5,Outlet,56250
Foot Locker,1185732,24-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,297000,118800,0.4,Outlet,118800
Foot Locker,1185732,25-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55,200,110000,38500,0.4,Outlet,44000
Foot Locker,1185732,26-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,87500,30625,0.4,Outlet,35000
Foot Locker,1185732,27-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,50000,20000,0.4,Outlet,20000
Foot Locker,1185732,28-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,26250,0.4,Outlet,30000
Foot Locker,1185732,29-06-2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,162500,81250,0.5,Outlet,81250
Foot Locker,1185732,30-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,250000,100000,0.4,Outlet,100000
Foot Locker,1185732,01-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,250,112500,39375,0.4,Outlet,45000
Foot Locker,1185732,02-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,80000,28000,0.4,Outlet,32000
Foot Locker,1185732,03-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000,0.4,Outlet,28000
Foot Locker,1185732,04-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,87500,30625,0.4,Outlet,35000
Foot Locker,1185732,05-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55,350,192500,96250,0.5,Outlet,96250
Foot Locker,1185732,06-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,287500,115000,0.4,Outlet,115000
Foot Locker,1185732,07-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,146250,51188,0.4,Outlet,58500
Foot Locker,1185732,08-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,100000,35000,0.4,Outlet,40000
Foot Locker,1185732,09-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,80000,32000,0.4,Outlet,32000
Foot Locker,1185732,10-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50,225,112500,39375,0.4,Outlet,45000
Foot Locker,1185732,11-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55,400,220000,110000,0.5,Outlet,110000
Foot Locker,1185732,12-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,275000,110000,0.4,Outlet,110000
Foot Locker,1185732,13-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,146250,51188,0.4,Outlet,58500
Foot Locker,1185732,14-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,100000,35000,0.4,Outlet,40000
Foot Locker,1185732,15-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,90000,36000,0.4,Outlet,36000
Foot Locker,1185732,16-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50,200,100000,35000,0.4,Outlet,40000
Foot Locker,1185732,17-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55,375,206250,103125,0.5,Outlet,103125
Foot Locker,1185732,18-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,250000,100000,0.4,Outlet,100000
Foot Locker,1185732,19-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,300,135000,47250,0.4,Outlet,54000
Foot Locker,1185732,20-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,80000,28000,0.4,Outlet,32000
Foot Locker,1185732,21-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,70000,28000,0.4,Outlet,28000
Foot Locker,1185732,22-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,87500,30625,0.4,Outlet,35000
Foot Locker,1185732,23-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55,250,137500,68750,0.5,Outlet,68750
Foot Locker,1185732,24-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,255000,102000,0.4,Outlet,102000
Foot Locker,1185732,25-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,125000,43750,0.4,Outlet,50000
Foot Locker,1185732,26-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,150,75000,26250,0.4,Outlet,30000
Foot Locker,1185732,27-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,125,62500,25000,0.4,Outlet,25000
Foot Locker,1185732,28-07-2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,75000,26250,0.4,Outlet,30000
Foot Locker,1185732,29-07-2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,162500,81250,0.5,Outlet,81250
Foot Locker,1185732,30-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,240000,96000,0.4,Outlet,96000
Foot Locker,1185732,31-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,125000,43750,0.4,Outlet,50000
Foot Locker,1185732,01-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,195,97500,34125,0.4,Outlet,39000
Foot Locker,1185732,02-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,87500,35000,0.4,Outlet,35000
Foot Locker,1185732,03-08-2021,Midwest,Illinois,Chicago,Men's Apparel,60,150,90000,31500,0.4,Outlet,36000
Foot Locker,1185732,04-08-2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,162500,81250,0.5,Outlet,81250
Foot Locker,1185732,05-08-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,300000,120000,0.4,Outlet,120000
Foot Locker,1185732,06-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,300,150000,52500,0.4,Outlet,60000
Foot Locker,1185732,07-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,250,125000,43750,0.4,Outlet,50000
Foot Locker,1185732,08-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,200,100000,40000,0.4,Outlet,40000
Foot Locker,1185732,09-08-2021,Midwest,Illinois,Chicago,Men's Apparel,60,200,120000,42000,0.4,Outlet,48000
Foot Locker,1185732,10-08-2021,Midwest,Illinois,Chicago,Women's Apparel,65,300,195000,97500,0.5,Outlet,97500
Sports Direct,1197831,11-08-2021,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,145000,43500,0.3,Outlet,43500
Sports Direct,1197831,12-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,217500,65250,0.3,Outlet,65250
Sports Direct,1197831,13-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,157500,47250,0.3,Outlet,47250
Sports Direct,1197831,14-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,183750,73500,0.4,Outlet,73500
Sports Direct,1197831,15-08-2021,South,Texas,Dallas,Men's Apparel,40,375,150000,37500,0.3,Outlet,45000
Sports Direct,1197831,16-08-2021,South,Texas,Dallas,Women's Apparel,35,525,183750,82688,0.5,Outlet,91875
Sports Direct,1197831,17-08-2021,South,Texas,Dallas,Men's Street Footwear,25,675,168750,50625,0.3,Outlet,50625
Sports Direct,1197831,18-08-2021,South,Texas,Dallas,Men's Athletic Footwear,35,650,227500,68250,0.3,Outlet,68250
Sports Direct,1197831,19-08-2021,South,Texas,Dallas,Women's Street Footwear,35,475,166250,49875,0.3,Outlet,49875
Sports Direct,1197831,20-08-2021,South,Texas,Dallas,Women's Athletic Footwear,35,425,148750,59500,0.4,Outlet,59500
Sports Direct,1197831,21-08-2021,South,Texas,Dallas,Men's Apparel,40,300,120000,30000,0.3,Outlet,36000
Sports Direct,1197831,22-08-2021,South,Texas,Dallas,Women's Apparel,35,500,175000,78750,0.5,Outlet,87500
Sports Direct,1197831,23-08-2021,South,Texas,Dallas,Men's Street Footwear,30,675,202500,70875,0.4,Outlet,81000
Sports Direct,1197831,24-08-2021,South,Texas,Dallas,Men's Athletic Footwear,40,675,270000,94500,0.4,Outlet,108000
Sports Direct,1197831,25-08-2021,South,Texas,Dallas,Women's Street Footwear,30,500,150000,52500,0.4,Outlet,60000
Sports Direct,1197831,26-08-2021,South,Texas,Dallas,Women's Athletic Footwear,35,400,140000,63000,0.5,Outlet,70000
Sports Direct,1197831,27-08-2021,South,Texas,Dallas,Men's Apparel,40,300,120000,36000,0.3,Outlet,36000
Sports Direct,1197831,28-08-2021,South,Texas,Dallas,Women's Apparel,35,450,157500,78750,0.5,Outlet,78750
Sports Direct,1197831,29-08-2021,South,Texas,Dallas,Men's Street Footwear,20,700,140000,49000,0.4,Outlet,56000
Sports Direct,1197831,30-08-2021,South,Texas,Dallas,Men's Athletic Footwear,30,700,210000,73500,0.4,Outlet,84000
Sports Direct,1197831,31-08-2021,South,Texas,Dallas,Women's Street Footwear,25,525,131250,45938,0.4,Outlet,52500
Sports Direct,1197831,01-09-2021,South,Texas,Dallas,Women's Athletic Footwear,30,425,127500,57375,0.5,Outlet,63750
Sports Direct,1197831,02-09-2021,South,Texas,Dallas,Men's Apparel,35,325,113750,34125,0.3,Outlet,34125
Sports Direct,1197831,03-09-2021,South,Texas,Dallas,Women's Apparel,30,600,180000,90000,0.5,Outlet,90000
Sports Direct,1197831,04-09-2021,South,Texas,Dallas,Men's Street Footwear,20,750,150000,52500,0.4,Outlet,60000
Sports Direct,1197831,05-09-2021,South,Texas,Dallas,Men's Athletic Footwear,30,775,232500,81375,0.4,Outlet,93000
Sports Direct,1197831,06-09-2021,South,Texas,Dallas,Women's Street Footwear,25,625,156250,54688,0.4,Outlet,62500
Sports Direct,1197831,07-09-2021,South,Texas,Dallas,Women's Athletic Footwear,35,550,192500,86625,0.5,Outlet,96250
Sports Direct,1197831,08-09-2021,South,Texas,Dallas,Men's Apparel,50,450,225000,67500,0.3,Outlet,67500
Sports Direct,1197831,09-09-2021,South,Texas,Dallas,Women's Apparel,45,800,360000,180000,0.5,Outlet,180000
Sports Direct,1197831,10-09-2021,South,Texas,Dallas,Men's Street Footwear,45,800,360000,126000,0.4,Outlet,144000
Sports Direct,1197831,11-09-2021,South,Texas,Dallas,Men's Athletic Footwear,50,800,400000,140000,0.4,Outlet,160000
Sports Direct,1197831,12-09-2021,South,Texas,Dallas,Women's Street Footwear,45,650,292500,102375,0.4,Outlet,117000
Sports Direct,1197831,13-09-2021,South,Texas,Dallas,Women's Athletic Footwear,45,600,270000,121500,0.5,Outlet,135000
